filename,text,response
Codegen,Construct a shell script that displays your local IP address and host machine name.,"#!/bin/bash
ip_address=$(hostname -I | awk '{print $1}')
host_name=$(hostname)
echo ""IP address: $ip_address""
echo ""Host name: $host_name"""
Codegen,"What would be the output of the following Python code snippet?

nums = [1, 2, 3, 4, 5]
nums = nums[::-1]
print(nums)","[5, 4, 3, 2, 1]"
Codegen,"In Python, write a script to download a webpage's HTML content using the requests library.https://www.example.com","import requests

url = 'https://www.example.com'
response = requests.get(url)

if response.status_code == 200:
    html_content = response.text
    print(html_content)
else:
    print('Failed to download webpage. Status code:', response.status_code)"
Codegen,How would you implement a simple web server in Node.js that serves a static HTML file?index.html: a sample HTML file to serve,"const http = require('http');
const fs = require('fs');

const server = http.createServer((req, res) => {
    fs.readFile('./index.html', 'utf-8', (error, content) => {
        if (error) {
            res.writeHead(500);
            res.end('Internal Server Error');
        } else {
            res.writeHead(200, {'Content-Type': 'text/html'});
            res.end(content);
        }
    });});

server.listen(3000, () => {
    console.log('Server running on port 3000');});"
Codegen,Create a Python function that accepts a string of user-submitted text and sanitizes it by removing any HTML tags.<strong>This is</strong> some <em>sample</em> text with <i>HTML</i> tags.,"import re

def sanitize_text(text):
    clean_text = re.sub('<[^>]*>', '', text)
    return clean_text"
Codegen,"In Java, implement a simple method that takes an integer n and returns the nth Fibonacci number.","public int getFibonacci(int n) {
  if (n <= 0) {
    return 0;
  }
  int[] fib = new int[n + 1];
  fib[0] = 0;
  fib[1] = 1;
  for (int i = 2; i <= n; i++) {
    fib[i] = fib[i - 1] + fib[i - 2];
  }
  return fib[n];
}"
Codegen,"How can you refactor the following repetitive PowerShell script into a function that accepts arguments? -Get-ChildItem -Path 'C:\Folder1' -Recurse -Include *.txt
Rename-Item -Path 'C:\Folder1\file1.txt' -NewName 'new_file1.txt'

Get-ChildItem -Path 'C:\Folder2' -Recurse -Include *.txt
Rename-Item -Path 'C:\Folder2\file2.txt' -NewName 'new_file2.txt'","function Rename-ItemInFolder ($folderPath, $oldFilename, $newFilename) {
    Get-ChildItem -Path $folderPath -Recurse -Include *.txt
    Rename-Item -Path ($folderPath + '\' + $oldFilename) -NewName $newFilename
}

Rename-ItemInFolder -folderPath 'C:\Folder1' -oldFilename 'file1.txt' -newFilename 'new_file1.txt'
Rename-ItemInFolder -folderPath 'C:\Folder2' -oldFilename 'file2.txt' -newFilename 'new_file2.txt'"
Codegen,"Create a Python script that reads a CSV file and outputs the sum of a specified column.Example CSV Content:
Name,Age,Salary
Alice,30,55000
Bob,25,60000
Charlie,22,45000

Selected column: Salary","import csv


def sum_column(file_path, column):
    total = 0
    with open(file_path, 'r') as csvfile:
        reader = csv.DictReader(csvfile)
        for row in reader:
            total += int(row[column])
    return total"
Codegen,"Given a list of numbers in JavaScript, write code that calculates the sum of all numbers in the list.[4, 7, 2, 9, 5]","const numbers = [4, 7, 2, 9, 5];
const sum = numbers.reduce((acc, curr) => acc + curr, 0);
console.log(sum);"
Codegen,What is a C++ code snippet to open a file and read its content into a string?example_filename: 'example.txt',"#include <fstream>
#include <string>
#include <sstream>

std::ifstream file('example.txt');
std::stringstream buffer;
buffer << file.rdbuf();
std::string fileContent = buffer.str();
file.close();"
Codegen,"Fix the given C++ code segment to calculate the factorial of a given positive integer.int factorial(int n) {
    int fact = 1;
    for (int i = 1; i <= n; ++i) {
        fact = fact * i;
    }
    return fact;
}

int main() {
    std::cout << ""Enter a positive integer: "";
    int n;
    std::cin >> n;
    std::cout << ""Factorial of "" << n << "" = "" << factorial(n) << std::endl;
}",The provided code segment is already correct for calculating the factorial of a given positive integer.
Codegen,"Create a JavaScript function that reverses a given string and returns the reversed result.""wonderful""","function reverseString(str) {
    return str.split('').reverse().join('');}

const input = 'wonderful';
const result = reverseString(input);
console.log(`The reversed string is: ${result}`);"
Codegen,Implement a C++ function that calculates the factorial of a positive integer using recursion.5,"#include <iostream>

int factorial(int n) {
    if (n <= 1) {
        return 1;
    }
    return n * factorial(n - 1);}

int main() {
    int n = 5;
    std::cout << ""Factorial of "" << n << "" is "" << factorial(n) << std::endl;
    return 0;}"
Codegen,Create a shell script to count the number of files with a .txt extension in the current directory.,"#!/bin/bash

file_count=$(ls *.txt 2>/dev/null | wc -l)
echo ""Number of .txt files: $file_count"""
Codegen,How would you implement a C++ function that finds and returns the largest element in an integer array?,"#include <iostream>
#include <algorithm>

int find_largest(int arr[], int length) {
  return *std::max_element(arr, arr + length);
}"
Codegen,"What changes should be made to the given Python code to handle exceptions correctly? input_list = [1, 2, 'three', 4, 5] sum_values = sum(input_list)","input_list = [1, 2, 'three', 4, 5]

# Wrap the summation in a function
def sum_values(input_list):
    total = 0
    for value in input_list:
        # Check if the value is a number (int or float)
        if isinstance(value, (int, float)):
            total += value
        # Print a message for any non-numeric values encountered
        else:
            print(f'Non-numeric value encountered: {value}')

    return total

# Call the function
sum_values = sum_values(input_list)"
Codegen,"Create a Java method that accepts a string and returns the word count.public class WordCounter {
    public static void main(String[] args) {
        String testString = ""This is a test sentence with seven words."";
        System.out.println(wordCount(testString));
    }
}","public static int wordCount(String input) {
    String[] words = input.split(""\\s+"");
    return words.length;
}"
Codegen,"How would you implement a JavaScript function to debounce input events with a given delay? Use the example below.function exampleFunction() { console.log('Debounced event!'); }, 300","function debounce(func, delay) {
    let timerId;

    return function(...args) {
        if (timerId) {
            clearTimeout(timerId);
        }

        timerId = setTimeout(() => {
            func.apply(this, args);
        }, delay);
    };}

const exampleFunction = () => console.log('Debounced event!');

const debouncedEvent = debounce(exampleFunction, 300);

window.addEventListener('resize', debouncedEvent);"
Codegen,"Translate the following Python code that reads a CSV file and updates the specified column to lowercase into its C# equivalent:import csv

with open('input.csv', 'r') as infile, open('output.csv', 'w') as outfile:
    reader = csv.reader(infile)
    writer = csv.writer(outfile)

    for row in reader:
        row[2] = row[2].lower()
        writer.writerow(row)","using System;
using System.IO;
using CsvHelper;

public class CsvLowercaser {
    public static void Main(string[] args) {
        using (var reader = new StreamReader(""input.csv""))
        using (var writer = new StreamWriter(""output.csv""))
        using (var csvReader = new CsvReader(reader, System.Globalization.CultureInfo.InvariantCulture))
        using (var csvWriter = new CsvWriter(writer, System.Globalization.CultureInfo.InvariantCulture)) {
            var records = csvReader.GetRecords<dynamic>();
            foreach (var record in records) {
                record.Field3 = record.Field3.ToLower();
                csvWriter.WriteRecord(record);
            }
        }
    }
}"
Codegen,Modify the following SQL query to return the first 10 rows of the 'students' table.SELECT * FROM students;,SELECT * FROM students LIMIT 10;
Codegen,"Write a Java method that takes an ArrayList of integers as input and returns the sum of all its elements.import java.util.ArrayList;

ArrayList<Integer> numbers = new ArrayList<Integer>();
numbers.add(1);
numbers.add(2);
numbers.add(3);","import java.util.ArrayList;

public static int sumArrayList(ArrayList<Integer> list) {
    int sum = 0;
    for (Integer number : list) {
        sum += number;
    }
    return sum;
}

ArrayList<Integer> numbers = new ArrayList<Integer>();
numbers.add(1);
numbers.add(2);
numbers.add(3);
int result = sumArrayList(numbers);
System.out.println(result);"
Codegen,"What would be the expected output of the following Python code snippet? Explain your reasoning.def mystery_operation(x):
    y = x * 2
    x.append(y)
    return y

numbers = [1, 2, 3]
result = mystery_operation(numbers)
print(result)
print(numbers)","The output would be:

4 4
[1, 2, 3, 4, 4]

Explanation:
The function 'mystery_operation' receives a list 'x' and first multiplies the second element in the list (2) by 2, resulting in 'y' being assigned the value 4. The function then appends 'y' to the list twice, modifying the original list 'numbers'. Finally, 'y' is returned, and both 'result' and the modified 'numbers' list are printed."
Codegen,Implement a C function that accepts a string input and counts the number of vowels.The quick brown fox jumps over the lazy dog.,"#include <stdio.h>
#include <ctype.h>

int count_vowels(const char *str) {
    int count = 0;
    for (const char *p = str; *p; p++) {
        char c = tolower(*p);
        if (c == 'a' || c == 'e' || c == 'i' || c == 'o' || c == 'u') {
            count++;
        }
    }
    return count;
}

int main() {
    const char *input = ""The quick brown fox jumps over the lazy dog."";
    int vowels = count_vowels(input);
    printf(""Vowel count: %d\n"", vowels);
    return 0;
}"
Codegen,"Develop a Java function that accepts a list of integers and calculates the median value of the elements.[1, 6, 7, 9, 2]","import java.util.ArrayList;
import java.util.Collections;

public class MedianCalculator {

  public static double calculateMedian(ArrayList<Integer> numbers) {
    Collections.sort(numbers);
    int middle = numbers.size() / 2;

    if (numbers.size() % 2 == 1) {
      return numbers.get(middle);
    } else {
      return (numbers.get(middle - 1) + numbers.get(middle)) / 2.0;
    }
  }

  public static void main(String[] args) {
    ArrayList<Integer> sample = new ArrayList<>();
    sample.add(1);
    sample.add(6);
    sample.add(7);
    sample.add(9);
    sample.add(2);

    System.out.println(calculateMedian(sample));
  }}"
Codegen,How would you write a shell script that counts the number of lines in a text file?sample.txt,"#!/bin/bash
filename=""sample.txt""
line_count=$(wc -l < ""$filename"")
echo ""Total lines in $filename: $line_count"""
Codegen,Construct a shell script to collect running processes and their memory usage in a tabular format. Save the result into a text file named 'proc_mem_usage.txt'.,"#!/bin/bash

ps axo pid,user,%mem,command --sort=-%mem | head -n 15 > proc_mem_usage.txt"
Codegen,"Write a Java program that calculates the median of an array of integers.int[] nums = {3, 7, 1, 4, 12, 6};","import java.util.Arrays;

public class MedianCalculator {
    public static void main(String[] args) {
        int[] nums = {3, 7, 1, 4, 12, 6};
        System.out.println(findMedian(nums));
    }

    public static double findMedian(int[] nums) {
        Arrays.sort(nums);
        int n = nums.length;
        return (n % 2 == 0) ? (nums[n / 2 - 1] + nums[n / 2]) / 2.0 : nums[n / 2];
    }
}"
Codegen,What would be the correct implementation of a Python function that takes a list of numbers and returns the product of all elements?,"def product(numbers):
    result = 1
    for num in numbers:
        result *= num
    return result"
Codegen,"Fix the following Python code that's supposed to return the factorial of a given number 'n' using recursion, but has a syntax error:def factorial(n):
    if n == 1:
        return 1
    else:
        return n x factorial(n-1)","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)"
Codegen,"What would be the equivalent code for a Python list comprehension to filter odd numbers from a given list of integers?[1, 2, 3, 4, 5, 6]","numbers = [1, 2, 3, 4, 5, 6]
odds = [num for num in numbers if num % 2 != 0]
print(odds)"
Codegen,"Write a shell script that lists all files in the directory and saves the output to a text file.Directory containing files: file1.txt, file2.txt, file3.txt","#!/bin/sh

ls > file_list.txt"
Codegen,"How can I refactor this JavaScript code to dynamically update the price based on the quantity?var price = 100;
var quantity = 5;
var total;
total = price * quantity;
console.log('The total cost is', total, 'dollars.');","function calculateTotal(price, quantity) {
    return price * quantity;
}

var price = 100;
var quantity = 5;
var total = calculateTotal(price, quantity);
console.log('The total cost is', total, 'dollars.');"
Codegen,"Using JavaScript, write a function that takes a string and reverses its vowels.alphabet","function reverseVowels(str) {
    const vowels = 'aeiouAEIOU';
    let vowelsArray = [];
    for (const char of str) {
        if (vowels.includes(char)) {
            vowelsArray.push(char);
        }
    }
    let result = '';
    for (const char of str) {
        if (vowels.includes(char)) {
            result += vowelsArray.pop();
        } else {
            result += char;
        }
    }
    return result;
}

const inputStr = 'alphabet';
const reversedVowelsStr = reverseVowels(inputStr);
console.log(reversedVowelsStr);"
Codegen,What's the code for a shell script that lists files in the current directory and their respective sizes?,"#!/bin/bash

for file in *; do
    echo ""${file}: $(stat -c %s ""${file}"") bytes""
done"
Codegen,"In C++, implement a function that reverses a given string in-place.Hello, World!","#include <iostream>
#include <string>
#include <algorithm>

void reverse_string(std::string &str) {
    std::reverse(str.begin(), str.end());
}

int main() {
    std::string input = ""Hello, World!"";
    reverse_string(input);
    std::cout << input << std::endl;
    return 0;
}"
Codegen,"Implement a C# class for a bank account, with deposit and withdraw methods, and include a main method for testing.Initial balance: 1000, Deposit: 500, Withdraw: 250","using System;

    public class BankAccount
    {
        private decimal balance;

        public BankAccount(decimal initialBalance)
        {
            balance = initialBalance;
        }

        public void Deposit(decimal amount)
        {
            balance += amount;
        }

        public void Withdraw(decimal amount)
        {
            if (balance >= amount)
                balance -= amount;
            else
                Console.WriteLine(""Insufficient balance."");
        }

        public decimal GetBalance()
        {
            return balance;
        }

        public static void Main(string[] args)
        {
            BankAccount account = new BankAccount(1000);
            account.Deposit(500);
            account.Withdraw(250);
            Console.WriteLine(""Final balance: "" + account.GetBalance());
        }
    }"
Codegen,"Write a shell script that sorts a given list of numbers in descending order.10, 17, 5, 18, 6","#!/bin/bash
numbers=""10 17 5 18 6""
sorted_numbers=$(echo $numbers | tr ' ' '\n' | sort -nr | tr '\n' ' ')
echo $sorted_numbers"
Codegen,How would you implement a recursive C++ function to calculate the Fibonacci sequence for a given integer value n?n: 10,"#include <iostream>

int fibonacci(int n) {
    if (n <= 1) {
        return n;
    }
    return fibonacci(n - 1) + fibonacci(n - 2);
}

int main() {
    int n = 10;
    int result = fibonacci(n);
    std::cout << ""The Fibonacci value for n ="" << n << "" is: "" << result << std::endl;
    return 0;
}"
Codegen,"Debug and fix the following Shell script that is supposed to create a file called 'greetings.txt', write 'Hello' as its content, and display the content of the file.touch greeting.txt/
echo 'Helo' > greeting.txt/
cat greeting.txt/","touch greetings.txt
echo 'Hello' > greetings.txt
cat greetings.txt"
Codegen,"Fix the syntax errors in the given JavaScript code snippet.funcion add(x, y) {
consol.log(""The sum is"", x + y);
}","function add(x, y) {
    console.log(""The sum is"", x + y);
}

// Usage: add(5, 3);"
Codegen,"Create a Python function to remove duplicate elements from a list, maintaining the order of the elements.example_list = [1, 2, 3, 3, 4, 3, 5, 6, 5]","def remove_duplicates(input_list):
    unique_list = []
    for item in input_list:
        if item not in unique_list:
            unique_list.append(item)
    return unique_list"
Codegen,"Assuming I'm using the pandas library in Python, how can I drop all rows with NaN values in a DataFrame?import pandas as pd

data = {'A': [1, 2, None], 'B': [4, None, 6], 'C': [7, 8, 9]}
df = pd.DataFrame(data)","import pandas as pd

data = {'A': [1, 2, None], 'B': [4, None, 6], 'C': [7, 8, 9]}
df = pd.DataFrame(data)

df = df.dropna()
print(df)"
Codegen,"How would you code a Bash script that iterates over all .txt files in a directory, and appends 'Processed' to the content of each file?File1.txt: 'Content1'
File2.txt: 'Content2'","#!/bin/bash

for file in *.txt; do
    echo 'Processed' >> ""$file""
done"
Codegen,"Design a JavaScript function that takes an object with name and age properties and returns a greeting based on their age.{""name"": ""Alice"", ""age"": 28}","function ageGreeting(person) {
    let ageCategory = '';

    if (person.age < 18) {
        ageCategory = 'young';
    } else if (person.age >= 18 && person.age <= 30) {
        ageCategory = 'adult';
    } else {
        ageCategory = 'senior';
    }

    return `Hello ${person.name}, you are a ${ageCategory} person.`;}

const personObj = {""name"": ""Alice"", ""age"": 28};
console.log(ageGreeting(personObj));"
Codegen,"Translate the given Python code for calculating the sum of the first n natural numbers into an equivalent Java code.def sum_of_natural_numbers(n):
    return n * (n + 1) // 2","public int sumOfNaturalNumbers(int n) {
    return n * (n + 1) / 2;
}"
Codegen,"Explain the purpose of each line in the following C++ code and identify any issues, if present.#include <iostream>
using namespace std;
int main() {
    int num1, num2;
    cout << ""Enter two integers: "";
    cin >> num1 >> num2;
    int sum = num1 + num2;
    cout << ""The sum is: "" << sum << endl;
    return 0;
}","1. #include <iostream>: Include the 'iostream' header file required for input/output operations.
2. using namespace std;: Bring identifiers from the 'std' namespace into the current scope.
3. int main(): Define the main function that serves as an entry point for the program.
4. int num1, num2;: Declare two integer variables, 'num1' and 'num2'.
5. cout << ""Enter two integers: "": Print a prompt asking the user to enter two integers.
6. cin >> num1 >> num2;: Read two integer values from the user into 'num1' and 'num2'.
7. int sum = num1 + num2;: Calculate the sum of 'num1' and 'num2' and store it in the integer variable 'sum'.
8. cout << ""The sum is: "" << sum << endl;: Print the result of the sum followed by a newline.
9. return 0;: Exit the program, returning 0 to indicate successful execution."
Codegen,How can you implement a basic web server using Node.js and the Express.js framework?port: 3000,"const express = require('express');
const app = express();
const port = 3000;

app.get('/', (req, res) => {
    res.send('Hello, World!');});

app.listen(port, () => {
    console.log(`Server is running on port ${port}`);});"
Codegen,Explain a Python code snippet that calculates the factorial of a given number n using tail recursion.,"def factorial_helper(n, accumulator):
  if n == 0:
    return accumulator
  return factorial_helper(n - 1, n * accumulator)

def factorial(n):
  return factorial_helper(n, 1)

The code defines two functions: 'factorial_helper' and 'factorial'. The 'factorial_helper' function is used to achieve tail recursion. It takes two arguments: 'n' as the given number, and 'accumulator' to accumulate the results during recursion. The base case occurs when n is 0, and accumulator is returned. Otherwise, 'factorial_helper' calls itself with n - 1 and the updated accumulator (n * accumulator). The factorial function is a wrapper function that calls 'factorial_helper' with accumulator initialized to 1."
Codegen,"Correct the syntax error in the following Python code snippet: 'def calculate_area(width, height): return witdh*height'","def calculate_area(width, height):
    return width * height"
Codegen,"Create a JavaScript promise that resolves after a given number of milliseconds with a specified message.2000, 'Operation successful'","function delay(ms, message) {
    return new Promise(resolve => {
        setTimeout(() => resolve(message), ms);
    });}

delay(2000, 'Operation successful').then(console.log);"
Codegen,"Write a PHP function that accepts an associative array of employee data and calculates the average salary.employees: [{""name"":""John"",""salary"":45000},{""name"":""Jane"",""salary"":55000},{""name"":""Mark"",""salary"":60000}]","<?php

function calculate_average_salary($employees) {
    $total_salary = 0;
    $num_employees = count($employees);
    
    foreach ($employees as $employee) {
        $total_salary += $employee['salary'];
    }
    
    $average_salary = $total_salary / $num_employees;
    return $average_salary;}

$employees = [
    ['name' => 'John', 'salary' => 45000],
    ['name' => 'Jane', 'salary' => 55000],
    ['name' => 'Mark', 'salary' => 60000]
];

echo 'Average salary: ' . calculate_average_salary($employees);"
Codegen,"Given a string containing a date in the format 'YYYY-MM-DD', write a Java function to extract the year, month, and day as integers.","public static int[] extractYearMonthDay(String date) {
 String[] parts = date.split(""-"");
 int year = Integer.parseInt(parts[0]);
 int month = Integer.parseInt(parts[1]);
 int day = Integer.parseInt(parts[2]);
 return new int[]{year, month, day};
}"
Codegen,"Write a shell script that, given a path to a directory, counts the number of files and subdirectories inside it./home/user/documents","#!/bin/sh

dir_path='/home/user/documents'

files_count=$(find ""$dir_path"" -type f | wc -l)
dirs_count=$(find ""$dir_path"" -type d | wc -l)

echo ""Files: $files_count""
echo ""Directories: $dirs_count"""
Codegen,"Write a Python function that reads a CSV file and prints the unique values in the specified column.sample.csv, 2","import csv

def print_unique_values(file_path, column):
    unique_values = set()
    with open(file_path, 'r') as file:
        reader = csv.reader(file)
        next(reader)  # Skip header

        for row in reader:
            unique_values.add(row[column])

    for value in unique_values:
        print(value)

print_unique_values('sample.csv', 2)"
Codegen,Explain how to use exception handling in Python to deal with a ZeroDivisionError when dividing two numbers.,"To handle a ZeroDivisionError in Python, you can use a try-except block. Place the code that may cause the error inside the try block and handle the exception in the except block. Here's an example:

def safe_divide(a, b):
 try:
 result = a / b
 except ZeroDivisionError:
 print(""Cannot divide by zero"")
 result = None
 return result"
Codegen,Write a C# function that checks if an input string is a palindrome.,"public static bool IsPalindrome(string input)
{
    int start = 0;
    int end = input.Length - 1;
    while (start < end)
    {
        if (input[start] != input[end])
        {
            return false;
        }
        start++;
        end--;
    }
    return true;
}"
Codegen,Write a C++ function that finds the factorial of a given positive integer.6,"#include <iostream>
using namespace std;

unsigned long long factorial(int n) {
    if (n == 0)
        return 1;
    return n * factorial(n - 1);}

int main() {
    int num = 6;
    unsigned long long result = factorial(num);
    cout << ""Factorial of "" << num << "" is: "" << result << endl;
    return 0;}"
Codegen,"How would you refactor the following C++ code which calculates the square of every element in an array using a for loop?#include <iostream>
#include <vector>

int main() {
    std::vector<int> arr = {1, 2, 3, 4, 5};
    for (int i = 0; i < arr.size(); i++) {
        arr[i] = arr[i] * arr[i];
    }
    return 0;
}","#include <iostream>
#include <vector>
#include <algorithm>

int main() {
    std::vector<int> arr = {1, 2, 3, 4, 5};
    std::transform(arr.begin(), arr.end(), arr.begin(), [](int num) { return num * num; });
    return 0;
}"
Codegen,How would you create a Python method to calculate and return the factorial of a non-negative integer?5,"def factorial(n):
    if n == 0 or n == 1:
        return 1
    else:
        return n * factorial(n - 1)

result = factorial(5)
print(result)"
Codegen,Construct a PHP function that retrieves the user's IP address.,"<?php

function getUserIP() {
    $ip = '';
    
    if (isset($_SERVER['HTTP_CLIENT_IP'])) {
        $ip = $_SERVER['HTTP_CLIENT_IP'];
    } elseif (isset($_SERVER['HTTP_X_FORWARDED_FOR'])) {
        $ip = $_SERVER['HTTP_X_FORWARDED_FOR'];
    } else {
        $ip = $_SERVER['REMOTE_ADDR'];
    }

    return $ip;}

$user_ip = getUserIP();
echo 'User IP address: ' . $user_ip;

?>"
Codegen,"How would you implement a simple bubble sort algorithm in Java?int[] nums = {37, 45, 29, 8, 12, 88, 58};","public static void bubbleSort(int[] nums) {
    int n = nums.length;
    for (int i = 0; i < n - 1; i++) {
        for (int j = 0; j < n - 1 - i; j++) {
            if (nums[j] > nums[j + 1]) {
                int temp = nums[j];
                nums[j] = nums[j + 1];
                nums[j + 1] = temp;
            }
        }
    }
}

int[] nums = {37, 45, 29, 8, 12, 88, 58};
bubbleSort(nums);"
Codegen,"Write a C++ program to find the largest element in an array of integers.{4, 9, 7, 1, 3}","#include <iostream>
#include <vector>
#include <algorithm>

int main() {
  std::vector<int> nums = {4, 9, 7, 1, 3};
  int max_element = *std::max_element(nums.begin(), nums.end());
  std::cout << ""Largest element: "" << max_element << std::endl;

  return 0;}"
Codegen,"Write a Python function that takes a JSON string and saves it to a file.{""greetings"": ""Hello, world!""}","import json

def save_json_to_file(json_string, file_name):
    with open(file_name, 'w') as file:
        json.dump(json_string, file)

json_string = json.loads('{""greetings"": ""Hello, world!""}')
save_json_to_file(json_string, 'output.json')"
